Kod;Produktgrupp;Artikelnr;RSK-nr;Benämning;Rabatt;Rabatt2;NtoPris;ArtRabatt
V;313706;;;Kopplingsur Hager;65,00;;;;
V;313800;;;Ljusreglering Eltako I;65,40;;;;
V;313802;;;Ljusreglering Eltako II;61,00;;;;
V;313820;;;Dimmer Vadsbo I;62,09;;;;
V;313822;;;Dimmer Vadsbo II;60,33;;;;
V;313840;;;Ljusreglering Steinel II;69,39;;;;
V;313842;;;Ljusreglering Steinel I;61,89;;;;
V;313860;;;Spisvakter Norwesco;55,33;;;;
V;313880;;;Black Lable Servodan I;64,00;;;;
V;313882;;;Black Lable Servodan II;64,00;;;;
V;313884;;;Ljusreglering Servodan;56,00;;;;
V;313886;;;Ljusreglering Dali Servodan;58,50;;;;
V;313888;;;Sensorer M40 P40 Niko;55,45;;;;
V;313900;;;Spisvakter Rutab;58,63;;;;
V;313902;;;Ljusrelä Trappautomater Rutab;61,06;;;;
V;313906;;;Närvarodetektering Rutab;64,70;;;;
V;313909;;;Dimmer Smart SG;40,84;;;;
V;313910;;;Ljusreglering  Hide-A-Lite;73,83;;;;
V;313912;;;Ljusrelä & Rörelsevakter Övriga;61,04;;;;
V;313914;;;Ljusrelä EL-BE;52,32;;;;
V;313916;;;Kopplingsur ljusrelä Eldon;43,98;;;;
V;313920;;;Närvarodetektering Extronic;62,56;;;;
V;313922;;;Varvtalsreglering Frico;61,04;;;;
V;313926;;;Honeywell Närvarodetektorer  Friedland;55,93;;;;
V;313927;;;Ljusreglering Plejd X;66,24;;;;
V;313928;;;Ljusreglering Plejd;65,76;;;;
V;313932;;;Ljusreglering Hugo Müller;60,60;;;;
V;313940;;;DIN-fästen Elektroskutt;52,28;;;;
V;313994;;;Solar Netto;50,00;;;;
V;313995;;;Solar Plus;50,00;;;;
V;314101;;;K-dosor Mureva U56 H3 =S= X;82,59;;;;
V;314103;;;K-dosor Mureva U56 H3 =S= II;73,00;;;;
V;314105;;;K-dosor Mureva IP55 vit H3 =S=;76,00;;;;
V;314106;;;K-dosor Mureva IP55 grå H3 =S=;72,22;;;;
V;314107;;;K-dosor Mureva IP55 flammskydd H3 =S=;69,24;;;;
V;314108;;;K-dosor Mureva IP55 tillbehör H3 =S=;69,24;;;;
V;314110;;;Dossystem H3 =S= I;77,40;;;;
V;314112;;;Dossystem H3 =S= II;80,77;;;;
V;314114;;;Tbh dossystem H3 =S= I;79,10;;;;
V;314116;;;Tbh dossystem H3 =S= II;80,50;;;;
V;314118;;;Tbh dossystem H3 =S= III;77,69;;;;
V;314119;;;Kopplingsklämmor HC =S=;77,00;;;;
V;314120;;;Dossystem H3 =S= I;81,16;;;;
V;314122;;;Dossystem H3 =S= II;81,37;;;;
V;314124;;;Tbh dossystem H3 =S= I;81,61;;;;
V;314126;;;Tbh dossystem H3 =S= II;81,20;;;;
V;314132;;;Dosor Exxact H1 =S=;77,50;;;;
V;314140;;;Renova up-dosa H1 =S= Blisterpack;45,12;;;;
V;314180;;;Kopplingsbox;40,10;;;;
V;314200;;;Utanpåliggande dosor 32 Elko;80,33;;;;
V;314202;;;Infällda dosor 30 Elko;86,41;;;;
V;314204;;;Tbh dosor U1 Elko;82,00;;;;
V;314206;;;Infällda dosor HF 31 Elko;82,85;;;;
V;314208;;;Kapslade dosor 39 Elko;81,21;;;;
V;314210;;;Kapslade dosor RS 46 Elko;77,48;;;;
V;314214;;;Dos-mtrl RS Renvit I 58 Elko;64,00;;;;
V;314216;;;Dos-mtrl RS Renvit II 58 Elko;63,00;;;;
V;314218;;;Dos-mtrl RS Svart 58 Elko;43,78;;;;
V;314220;;;Kabelgenomföringar HC =S=;80,40;;;;
V;314255;;;Dosor Renova H1 =S=;67,40;;;;
V;314300;;;Förd. Stark FQ/RQ OneRing PM Flex PM4D1;75,00;;;;
V;314306;;;Rör Flexrör PP Speed PM Flex PM1A1 X;74,80;;;;
V;314307;;;Rör Flexrör PP Speed PM Flex PM1A2;72,33;;;;
V;314310;;;Rör Flexrör dragtråd Speed PM Flex PM1B2;74,00;;;;
V;314312;;;Rör Flexrör PP Hispeed PM Flex PM1C1 X;75,10;;;;
V;314313;;;Rör Flexrör PP Hispeed PM Flex PM1C2;73,00;;;;
V;314314;;;Rör Flexrör PP UV Speed PM Flex PM1D1;75,00;;;;
V;314315;;;Rör Flexrör PP UV Speed PM Flex PM1D2;75,00;;;;
V;314316;;;Rör Flexrör PP Speed RnR  PM Flex PM1E2;69,72;;;;
V;314320;;;Rör LSZH  320N PM Flex PM2A1;78,33;;;;
V;314321;;;Rör LSZH  750N PM Flex PM2B1;78,25;;;;
V;314322;;;Förd. Stark FK/RK Ring PM Flex PM3C1;75,90;;;;
V;314323;;;Rör LSZH  320N PM Flex PM2A2;77,00;;;;
V;314325;;;Rör LSZH  750N PM Flex PM2B2;77,00;;;;
V;314326;;;Förd. Stark FK/RK OneBox PM Flex PM3E1;74,50;;;;
V;314327;;;Förd. Stark FK/RK RnR PM Flex PM3F2;71,00;;;;
V;314328;;;Förd. Stark Diverse Ring PM Flex PM3G2;72,00;;;;
V;314329;;;Förd. Stark FK/RK Ring PM Flex PM3C2;75,00;;;;
V;314330;;;Förd. Stark Diverse OneBox PM Flex PM3I2;71,00;;;;
V;314331;;;Förd. Stark FQ/RQ Ring PM Flex PM4C1 X;77,27;;;;
V;314332;;;Förd. Stark EQ Ring PM Flex PM4A1;74,00;;;;
V;314333;;;Förd. Stark EQ Ring PM Flex PM4A2;74,00;;;;
V;314334;;;Förd. Stark FQ/RQ Ring PM Flex PM4C1;74,21;;;;
V;314335;;;Förd. Stark FQ/RQ Ring PM Flex PM4C2;76,50;;;;
V;314336;;;Förd. Stark FQ/RQ OneBox PM Flex PM4E1;77,55;;;;
V;314337;;;Förd.FQ/RQ Twin OneBox PM Flex PM4E2;73,00;;;;
V;314338;;;Förd. Stark FQ/RQ RnR PM Flex PM4F1;79,20;;;;
V;314340;;;Förd. Stark Diverse Ring PM Flex PM4G2;75,41;;;;
V;314342;;;Förd. Svag Data Ring PM Flex PM5A1;75,06;;;;
V;314343;;;Förd. Stark FQ/RQ OneBox PM Flex PM4E2;73,00;;;;
V;314344;;;Förd. Svag Data OneBox PM Flex PM5B1;72,50;;;;
V;314345;;;Förd. Stark FQ/RQ RnR PM Flex PM4F2;69,93;;;;
V;314346;;;Förd. Svag Data RnR PM Flex PM5C1;69,34;;;;
V;314347;;;Förd. Svag Data Ring PM Flex PM5A2;73,80;;;;
V;314348;;;Förd. Svag Diverse Ring PM Flex PM5D2;75,28;;;;
V;314349;;;Förd. Svag Data OneBox PM Flex PM5B2;70,50;;;;
V;314350;;;Förd. Svag Diverse OneBox PM Flex PM5F2;73,00;;;;
V;314352;;;Förd. Svag Diverse RnR  PM Flex PM5G2;72,27;;;;
V;314354;;;Flexlist PM9P2 PM Flex;40,00;;;;
V;314360;;;Skarvmuffar LSZH PM Flex PM7A1;75,50;;;;
V;314361;;;Skarvmuffar LSZH PM Flex PM7A2;74,00;;;;
V;314362;;;Skarvmuffar med lås LSZH PM Flex PM7B1;73,50;;;;
V;314363;;;Skarvmuffar med lås LSZH PM Flex PM7B2;75,40;;;;
V;314364;;;Öppningsbara muffar LSZH PM Flex PM7C2;72,00;;;;
V;314366;;;Rörböj LSZH PM Flex PM7D1;77,00;;;;
V;314367;;;Rörböj LSZH PM Flex PM7D2;75,00;;;;
V;314370;;;Elcan rörböj PVC PM Flex PM7F2;72,06;;;;
V;314372;;;Stålrör/tillbehör PM;50,28;;;;
V;314380;;;Flexrör xReflex l Pmflex;36,04;;;;
V;314382;;;Flexrör xReflex ll Pmflex;43,15;;;;
V;314390;;;Flexrör xReflexwire FQ l Pmflex;39,09;;;;
V;314400;;;Dossystem 302 ABB I;81,56;;;;
V;314402;;;Dossystem 302 ABB II;78,50;;;;
V;314404;;;Tbh dossystem 302 ABB;80,00;;;;
V;314408;;;Dossystem 303 ABB;75,00;;;;
V;314410;;;Tbh dossystem 303 ABB;77,65;;;;
V;314414;;;Dossystem 311 ABB;75,00;;;;
V;314416;;;Montagelist ABB;39,02;;;;
V;314430;;;Rörförläggningsmateriel 304 ABB;76,68;;;;
V;314450;;;Flexrör iFLow l ipipe;48,50;;;;
V;314452;;;Flexrör iFLow ll ipipe;35,03;;;;
V;314454;;;Flexrör iFLow Pro l ipipe;41,00;;;;
V;314456;;;Flexrör iFLow Pro ll ipipe;46,20;;;;
V;314458;;;Flexrör iFLow Pro DT l;44,67;;;;
V;314460;;;Flexrör iFLow Pro DT ll ipipe;45,58;;;;
V;314462;;;Flexrör iFLow Pro UV l;48,22;;;;
V;314464;;;Flexrör iFLow Pro UV ll ipipe;40,10;;;;
V;314470;;;VP-rör iTube 320N l ipipe;41,20;;;;
V;314472;;;VP-rör iTube 320N ll ipipe;37,76;;;;
V;314474;;;VP-rör iTube 750N l ipipe;36,12;;;;
V;314476;;;VP-rör iTube 750N ll ipipe;36,12;;;;
V;314480;;;Flexrör iCable FQ l ipipe;50,30;;;;
V;314482;;;Flexrör iCable FQ ll;43,65;;;;
V;314483;;;Flexrör Max FQ Bobin ipipe;37,10;;;;
V;314484;;;Flexrör iCable FQ Twinn l ipipe;45,30;;;;
V;314486;;;Flexrör iCable FQ Twinn ll;42,94;;;;
V;314487;;;Flexrör Max FQ Twin Bobin ipipe;34,70;;;;
V;314488;;;Flexrör iCable RQ l;46,70;;;;
V;314490;;;Flexrör iCable RQ ll;46,70;;;;
V;314492;;;Flexrör iCable RQ Twinn;41,42;;;;
V;314494;;;Flexrör iCable FK ipipe;45,00;;;;
V;314496;;;Flexrör iCable Data l ipipe;45,30;;;;
V;314498;;;Flexrör iCable Data ll;39,70;;;;
V;314499;;;Flexrör iCable Other ipipe;44,40;;;;
V;314500;;;VP-Rör Pipelife;46,65;;;;
V;314501;;;Halogenfria Rör Pipelife;43,67;;;;
V;314502;;;Flexrör Pipelife;40,45;;;;
V;314503;;;VP-Rör Svarta Pipelife;35,60;;;;
V;314504;;;VP-Rör HfTbh Pipelife;45,97;;;;
V;314505;;;VP-Rör UV Tbh Pipelife;46,83;;;;
V;314506;;;Flexibla UV-rör Pipelife;53,62;;;;
V;314511;;;Flex Fördraget Pipelife X;61,04;;;;
V;314512;;;Flex Fördraget Pipelife;55,00;;;;
V;314556;;;Förläggningsmat/Förskruv.;46,43;;;;
V;314558;;;Clips ElektroSkutt;40,00;;;;
V;314560;;;Metallrör OBO;85,43;;;;
V;314570;;;Förd. N-Line Bobin Nexans;52,04;;;;
V;314574;;;Förd. N-Line FQ CG Nexans;50,61;;;;
V;314576;;;Förd. N-Line FQ Twin CG Nexans;49,69;;;;
V;314600;;;Kabelgenomföringar Std Jacob;85,26;;;;
V;314601;;;Kabelgenomföringar Perforerade Jacob;81,61;;;;
V;314602;;;Kabelgenomföringar Emc Jacob;84,52;;;;
V;314604;;;Kabelgenomföringar Ex Jacob;82,26;;;;
V;314606;;;Tbh Kabelgenomföringar Jacob;80,81;;;;
V;314610;;;Förskruvningar plast Lapp;71,94;;;;
V;314612;;;Förskruvning mässing Lapp;71,95;;;;
V;314614;;;Förskruvningar EMC Lapp;76,54;;;;
V;314632;;;Förskruvningar övriga Lapp;74,07;;;;
V;314640;;;Brandtätning Fire Seal;65,05;;;;
V;314642;;;Protega brandtätning;66,15;;;;
V;314644;;;Tätning Nofirno;32,31;;;;
V;314646;;;Brandtätning  ICT;36,88;;;;
V;314660;;;Skyddsslangar Nelco;68,00;;;;
V;314662;;;Kabelgenomföringar &Tbh Nelco;78,55;;;;
V;314664;;;Kopplings -klämmor och -lister;57,32;;;;
V;314666;;;Genomföringar TM Elprodukter;36,40;;;;
V;314700;;;Kopplingsklämmor Rutab;69,35;;;;
V;314702;;;Skyddslangar ochTbh Rutab;71,70;;;;
V;314703;;;Skyddslangarsförskruvningar Rutab;76,71;;;;
V;314704;;;Dossystem Rutab;73,99;;;;
V;314706;;;Kabelgenomföringar &Tbh Rutab;76,17;;;;
V;314742;;;Brandtätning Protecta II;71,68;;;;
V;314750;;;Tätningsmanchetter Rutab;56,93;;;;
V;314752;;;Ingjutningsdosor Rutab;48,43;;;;
V;314830;;;Dossystem Edwa;74,21;;;;
V;314831;;;Dossystem II Ed-Wa;80,30;;;;
V;314840;;;Dosor Utv;63,16;;;;
V;314850;;;Kopplingsklämmor Ensto;68,00;;;;
V;314860;;;Kabelgenomföring Fibox;72,59;;;;
V;314870;;;Kopplingsdosor Garo;76,00;;;;
V;314888;;;Ex-Dosor Hellermann Tyton;35,71;;;;
V;314890;;;Dosor Hellermann;70,69;;;;
V;314891;;;Toppklämor Hellermann Tyton;44,16;;;;
V;314892;;;Skyddsslang Hellerman;71,11;;;;
V;314896;;;Tätningar Roxtec I;43,99;;;;
V;314898;;;Tätningar Roxtec II;43,72;;;;
V;314902;;;Fästmateriel LKB  Björkman;79,69;;;;
V;314904;;;Dosor Norwesco;71,36;;;;
V;314910;;;Säkerhetsfunktion brand OBO;73,18;;;;
V;314912;;;Kabel-rörfastsättning plastsytem OBO;74,21;;;;
V;314914;;;Rörsystem Quick Pipe OBO;67,45;;;;
V;314922;;;Dosor brandsäkra Spelsberg;71,29;;;;
V;314925;;;Kopplingsklämmor Wago X;74,55;;;;
V;314926;;;Kopplingsklämmor Wago;71,79;;;;
V;314928;;;Förskruvning T001 Weidm;70,20;;;;
V;314930;;;Skarvdosa;42,78;;;;
V;314990;;;Solar Plus Skyddsslang;50,00;;;;
V;314991;;;Solar Plus Flexslang;50,00;;;;
V;314992;;;Solar Plus Dosor mm;50,00;;;;
V;314993;;;Solar Plus VP rör;50,00;;;;
V;314994;;;Solar Netto;50,00;;;;
V;314995;;;Solar Plus installationsmaterial;50,00;;;;
V;315100;;;Fästmateriel Thorsman HC I =S=;78,77;;;;
V;315102;;;'Fästmateriel Thorsman HC =S= II;74,00;;;;
V;315110;;;Schneider Skruv JM =S=;75,40;;;;
V;315200;;;Buntband Ty-Rap I;64,00;;;;
V;315202;;;Buntband Ty-Rap II;62,60;;;;
V;315212;;;Fästmaterial Mepac II;63,27;;;;
V;315300;;;Fästmaterial Letti I;66,40;;;;
V;315302;;;Fästmaterial Letti II;63,36;;;;
V;315342;;;Buntband AC1 Hellermann Tyton;63,24;;;;
V;315344;;;Buntband Övriga Hellermann Tyton;62,86;;;;
V;315400;;;Skruv Grabber;61,14;;;;
V;315410;;;Slangklämmor Norma ABA;46,43;;;;
V;315415;;;Gummiklammer ABA;46,43;;;;
V;315425;;;Infästning - Fischer;60,62;;;;
V;315440;;;Bult&Mutter M 8.8 10.9 FZB & FZV Arvid N;70,94;;;;
V;315441;;;Insex Arvid N;63,38;;;;
V;315442;;;Plugg & Förankring Arvid N;69,00;;;;
V;315444;;;Skruv & Mutter A2&A4 Arvid N;65,00;;;;
V;315445;;;Skruv & Mutter 7A Arvid N;63,00;;;;
V;315446;;;Övriga M Arvid N;67,79;;;;
V;315447;;;Träskruv Arvid N;57,00;;;;
V;315448;;;Smartpack Arvid N;64,00;;;;
V;315449;;;Träskruv 4A Arvid N;68,90;;;;
V;315450;;;Blindnit Arvid Nilsson;70,20;;;;
V;315500;;;Upphägningssystem Gripple;57,90;;;;
V;315510;;;Fästmaterial EL System;59,53;;;;
V;315520;;;Fästmaterial Multifly;62,21;;;;
V;315530;;;Fästmaterial Erico;69,47;;;;
V;315536;;;Fästmaterial AB1 Essve;60,23;;;;
V;315539;;;Fästmaterial AH1 Essve;59,44;;;;
V;315540;;;Skruv&Mutter Dresselhaus;59,44;;;;
V;315541;;;Fästmaterial Expandet;59,44;;;;
V;315542;;;Fästmaterial Wasi;59,44;;;;
V;315543;;;Fästmaterial AK1 Essve;78,69;;;;
V;315544;;;Fästmaterial OGLÆND SYSTEM;59,44;;;;
V;315545;;;Fästmaterial BURGERHOUT;59,44;;;;
V;315546;;;Fästmaterial AF1 Essve;61,15;;;;
V;315550;;;Stålband Fleximark;63,13;;;;
V;315560;;;Skruv och fästmaterial Malux;67,11;;;;
V;315570;;;Profiler Fästmateriel MP;64,70;;;;
V;315572;;;Kabelhållare MP;69,56;;;;
V;315580;;;Kabelhållarsystem OBO;72,17;;;;
V;315582;;;Fästmaterial kabel plastsystem OBO;67,30;;;;
V;315590;;;Bandindustri spännband;59,28;;;;
V;315600;;;JR-klammer PM Flex PM9O2;66,81;;;;
V;315601;;;AP-klammer PM Flex PM9M2;61,00;;;;
V;315602;;;Plugg Tillex;64,50;;;;
V;315603;;;APL-klammer PM Flex PM9N2;61,00;;;;
V;315604;;;Ankarklammer PM Flex;39,29;;;;
V;315605;;;Pluggklammer - Tillex;65,50;;;;
V;315608;;;Tillex klammer;76,00;;;;
V;315610;;;Fästmaterial Castor;68,00;;;;
V;315620;;;Skruv och fästmaterial Övriga;59,53;;;;
V;315650;;;Fästmaterial Walraven;72,46;;;;
V;315651;;;Fästmaterial Walraven I;71,43;;;;
V;315652;;;Fästmaterial Walraven III;71,43;;;;
V;315700;;;Plastprodukter ETC Kruge;71,43;;;;
V;315720;;;Buntband Phönix;41,46;;;;
V;315730;;;Fästmaterial Wibe SO;12,54;;;;
V;315732;;;Fästmaterial Wibe SS;12,54;;;;
V;315750;;;Fixeringsskruv Fiedler;54,49;;;;
V;315990;;;Solar Plus Buntband;50,00;;;;
V;315991;;;Solar Plus Clips, Plugg och Expander;50,00;;;;
V;315992;;;Solar Plus Skruv och Mutter;50,00;;;;
V;315994;;;Solar Netto;50,00;;;;
V;315995;;;Solar Plus Fästmaterial;50,00;;;;
V;316100;;;Kemtekniskt 3M;40,00;;;;
V;316104;;;Elverktyg Makita;42,50;;;;
V;316106;;;Tillbehör Elverktyg Makita;46,00;;;;
V;316108;;;Tillbehör Makita;45,00;;;;
V;316110;;;Elverktyg AA XX 1 Milwaukee;55,00;;;;
V;316111;;;Elverktyg AA XX 2 Milwaukee;52,00;;;;
V;316112;;;Elverktyg AB Milwaukee;45,97;;;;
V;316113;;;Elverktyg AD Milwaukee;41,00;;;;
V;316114;;;Elverktyg AE Milwaukee;44,00;;;;
V;316116;;;Pressverktyg Elpress;41,41;;;;
V;316118;;;Instrument Wiha;41,41;;;;
V;316121;;;Limpistoler Steinel;44,44;;;;
V;316125;;;Pressverktyg Rems;41,41;;;;
V;316128;;;SB SCANDINAVIA FIBERSVETS;32,68;;;;
V;316132;;;Blåslampa Sievert;40,40;;;;
V;316134;;;Limverktyg Rapid;40,91;;;;
V;316136;;;Verktyg Baier;44,65;;;;
V;316138;;;Slip o Kap material Klingspor;37,24;;;;
V;316140;;;Märk & Sök Simplewire;38,00;;;;
V;316150;;;FREE TO USE Verktyg Gripple;36,00;;;;
V;316151;;;Skum Sika;28,50;;;;
V;316152;;;Lim och Fog Casco;34,00;;;;
V;316185;;;Arbetskläder Mascot;40,00;;;;
V;316201;;;Kemtekniskt CRC;27,21;;;;
V;316202;;;Lim och tätning Loctite;40,00;;;;
V;316203;;;Kemtekniskt Henkel;40,00;;;;
V;316214;;;Smältlim Rapid;40,00;;;;
V;316220;;;Lim och kemtekniskt Soudal;40,00;;;;
V;316222;;;Lim och rengöring TEC7;40,00;;;;
V;316226;;;Maskin Tillbehör Milwaukee I;51,52;;;;
V;316228;;;Maskin Tillbehör Milwaukee II;51,52;;;;
V;316230;;;Maskin Tillbehör Irwin;48,28;;;;
V;316232;;;Maskin Tillbehör PRO-FIT I;42,93;;;;
V;316234;;;Maskin Tillbehör PRO-FIT II;49,32;;;;
V;316236;;;Maskin Tillbehör Solar I;43,94;;;;
V;316238;;;Maskin Tillbehör Solar II;43,94;;;;
V;316240;;;Maskin Tillbehör Wareco;56,28;;;;
V;316242;;;Maskin Tillbehör AA AB Dormer;40,91;;;;
V;316244;;;Maskin Tillbehör AF Dormer;45,05;;;;
V;316246;;;Maskin Tillbehör AH Dormer;39,39;;;;
V;316248;;;Maskin Tillbehör AK Dormer;39,39;;;;
V;316252;;;Maskin Tillbehör AN Dormer;39,39;;;;
V;316254;;;Maskin Tillbehör AD Fein;39,39;;;;
V;316256;;;Maskin Tillbehör AE Fein;38,38;;;;
V;316258;;;Maskin Tillbehör Rems;39,39;;;;
V;316302;;;Lim och Fog Essve;40,00;;;;
V;316320;;;PPE Hellbergs;40,00;;;;
V;316321;;;Arbetskläder Snickers;40,00;;;;
V;316325;;;Handskar Hestra;40,00;;;;
V;316330;;;PPE 3M;40,00;;;;
V;316331;;;PPE Peltor;40,00;;;;
V;316335;;;Skyddshjälmar KASK;40,00;;;;
V;316337;;;Arbetshandskar Tegera;40,00;;;;
V;316340;;;Arbetshandskar Milwaukee;40,00;;;;
V;316341;;;Personligt skydd Milwaukee;40,00;;;;
V;316342;;;Arbetsskor Milwaukee;40,00;;;;
V;316343;;; Arbetskläder Milwaukee;40,00;;;;
V;316404;;;Handverktyg Bahco I;54,50;;;;
V;316406;;;Handverktyg Bahco II;49,00;;;;
V;316408;;;Handverktyg Bahco III;44,44;;;;
V;316410;;;Förvaring&Arbetsplats Bahco;40,00;;;;
V;316414;;;Handverktyg Knipex I;49,00;;;;
V;316416;;;Handverktyg Knipex II;47,00;;;;
V;316418;;;Handverktyg Knipex III;43,43;;;;
V;316422;;;Hanverktyg IC Wiha;48,50;;;;
V;316424;;;Handverktyg 57,5 Wiha;45,00;;;;
V;316426;;;Handverktyg 49 Wiha;48,00;;;;
V;316428;;;Handverktyg 25 35 Wiha;42,42;;;;
V;316430;;;Hänglås Abus;40,00;;;;
V;316431;;;Sträckfilm och tillbehör;40,00;;;;
V;316433;;;Hemelektronik och tillbehör;40,00;;;;
V;316434;;;Presseningar Poly;40,00;;;;
V;316435;;;Hänglås Abloy;40,00;;;;
V;316437;;;Dryck Arvid Nordquist;40,00;;;;
V;316438;;;Redskap och rengöring Vikan;40,00;;;;
V;316439;;;Tejp Hellermann Tyton;40,00;;;;
V;316440;;;Tejp 3M;40,00;;;;
V;316441;;;Säckar Big Bag;40,00;;;;
V;316450;;;Stegar Wsteps II;40,00;;;;
V;316451;;;Stegar WSteps I;40,00;;;;
V;316456;;;Handverktyg Hultafors I;43,00;;;;
V;316458;;;Handverktyg Hultafors II;40,91;;;;
V;316462;;;Handverktyg Wera I;48,00;;;;
V;316464;;;Handverktyg Wera II;42,42;;;;
V;316476;;;Handverktyg Melbye;44,12;;;;
V;316478;;;Handverktyg Solar;40,91;;;;
V;316484;;;Handverktyg Felco;42,50;;;;
V;316486;;;Handverktyg =S=;39,90;;;;
V;316487;;;Sprayfärg väggskåp PB =S=O;68,86;;;;
V;316488;;;Handverktyg H3 =S=;46,97;;;;
V;316490;;;Förvaring Packout I;40,00;;;;
V;316491;;;Förvaring Packout II;40,00;;;;
V;316492;;;Handverktyg Milwaukee I;58,00;;;;
V;316496;;;Handverktyg Milwaukee II;46,97;;;;
V;316504;;;Fibersvetsar TD Fiberoptik;18,37;;;;
V;316507;;;Handverktyg Weidmuller;45,96;;;;
V;316512;;;Handverktyg IC Weidmuller;40,91;;;;
V;316516;;;Handverktyg Elpress;41,92;;;;
V;316524;;;Handverktyg Pica Marker;45,45;;;;
V;316526;;;Handverktyg Lindström;46,00;;;;
V;316528;;;Handverktyg Cimco;45,45;;;;
V;316532;;;Handverktyg Morakniv;51,00;;;;
V;316534;;;Handverktyg Castor;40,40;;;;
V;316536;;;Handverktyg Rothenberger;43,94;;;;
V;316537;;;Utrustning Rothenberger;40,00;;;;
V;316538;;;Handverktyg Pipelife;42,93;;;;
V;316586;;;Handverktyg Letti;43,00;;;;
V;316588;;;Handverktyg Nelco;45,45;;;;
V;316592;;;Handverktyg Bonab;42,42;;;;
V;316594;;;Handverktyg Irwin;42,42;;;;
V;316596;;;Handverktyg PM Flex;42,42;;;;
V;316598;;;Handverktyg Bessey;47,98;;;;
V;316602;;;Handverktyg 52 Elko;42,22;;;;
V;316604;;;Handverktyg QC & TL 37 Elko;55,76;;;;
V;316606;;;Handverktyg Expert;61,11;;;;
V;316608;;;Handverktyg Rems;46,46;;;;
V;316611;;;Märkning Thermofox Phoenix;32,26;;;;
V;316620;;;Förvaring Raaco I;40,00;;;;
V;316621;;;Förvaring Racco II;40,00;;;;
V;316670;;;Tillbehör kabelstegar Wibe;30,21;;;;
V;316700;;;Märkning DYMO;40,00;;;;
V;316705;;;Märkning Brother III;40,00;;;;
V;316706;;;Märkning Brother II;40,00;;;;
V;316707;;;Märkning Brother I;40,00;;;;
V;316719;;;Kabelhantering ipipe;38,07;;;;
V;316720;;;Kabelhantering Pipelife;40,00;;;;
V;316721;;;Kabelhantering MP;40,00;;;;
V;316722;;;Kabelhantering Zelos;40,00;;;;
V;316723;;;Kabelhantering PM;40,00;;;;
V;316724;;;Kabelhantering Nelco;40,00;;;;
V;316744;;;Lödning Meltolit;40,00;;;;
V;316784;;;Bygg T;36,22;;;;
V;316785;;;Förtäring T;38,30;;;;
V;316786;;;Gata Trädgård T;36,22;;;;
V;316787;;;Hus Hem kontor T;37,24;;;;
V;316788;;;Kök Hushåll T;37,24;;;;
V;316790;;;Slang o kopplingar Cejn II L;47,50;;;;
V;316791;;;Slang o kopplingar Cejn I L;36,90;;;;
V;316798;;;Markspjut Fiedler;54,49;;;;
V;316802;;;Verktyg Weidmüller II;59,18;;;;
V;316810;;;Tools Arbetsbelysning;40,00;;;;
V;316811;;;Arbetsbelysning Mareld;29,59;;;;
V;316821;;;Personligt skydd OX-ON;18,37;;;;
V;316822;;;Personligt skydd Abena;28,57;;;;
V;316823;;;Hygien & Rengöring Abena;28,57;;;;
V;316830;;;Tools Elverktyg;40,00;;;;
V;316835;;;Antalis Verktyg;26,27;;;;
V;316840;;;Tools Handverktyg;40,00;;;;
V;316844;;;Tools Redskap;40,00;;;;
V;316845;;;Hp Schou Verktyg;25,51;;;;
V;316850;;;Tools Maskintillbehör;40,00;;;;
V;316855;;;Hultafors Verktyg;22,45;;;;
V;316860;;;Tools Kemtekniska produkter;40,00;;;;
V;316861;;;Tekniska kemikalier Swedhandling;38,78;;;;
V;316866;;;Personligt skydd Skydda;27,55;;;;
V;316869;;;Hjälm & PPE Kask;29,08;;;;
V;316870;;;Tools Förvaring och Arbetsplats;40,00;;;;
V;316872;;;Hårdvara Brady;31,63;;;;
V;316874;;;Förbrukning  Brady;31,63;;;;
V;316875;;;Hellerman Tyton Verktyg;21,43;;;;
V;316880;;;Tools Personskydd;40,00;;;;
V;316881;;;Fallskydd Cresto;27,55;;;;
V;316882;;;Personligt skydd Zekler;27,55;;;;
V;316883;;;Första hjälpen Cederroth;22,96;;;;
V;316884;;;Andningsskydd Sundström;27,55;;;;
V;316885;;;Makita Elverktyg Verktyg;39,14;;;;
V;316890;;;Tools Förnödenheter;40,00;;;;
V;316895;;;OBO Bettermann Verktyg;33,67;;;;
V;316900;;;Fick- och pannlampor Armytek;40,00;;;;
V;316901;;;Arbetsbelysning Nebo;40,00;;;;
V;316902;;;Pannlampor Petzl;40,00;;;;
V;316905;;;Arbetsbelysning Thorsman;40,00;;;;
V;316906;;;FREE TO USE Kabelhantering;31,00;;;;
V;316907;;;Arbetsbelysning Milwaukee;40,00;;;;
V;316908;;;Fick & Pannlampor Milwaukee;40,00;;;;
V;316920;;;Brandsläckare Nexa;24,72;;;;
V;316921;;;Första hjälpen Nexa;24,72;;;;
V;316923;;;Brandsläckare Housegard;18,85;;;;
V;316925;;;Brandfiltar AVD;31,00;;;;
V;316945;;;BUNTBAND PANDUIT;27,87;;;;
V;316950;;;Weidmuller Verktyg;19,39;;;;
V;316955;;;Nelco Verktyg;28,57;;;;
V;316960;;;Wera Verktyg;26,53;;;;
V;316965;;;Stanley Verktyg;26,53;;;;
V;316970;;;Wexoe Verktyg;17,35;;;;
V;316975;;;Wareco Verktyg;26,53;;;;
